Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA200,RSI
2022-09-27 00:00:00-04:00,67.9000015258789,68.77999877929688,66.0,67.16999816894531,94871800,0.0,0.0,,
2022-09-28 00:00:00-04:00,67.11000061035156,68.80000305175781,66.55999755859375,68.36000061035156,72389500,0.0,0.0,,
2022-09-29 00:00:00-04:00,67.1500015258789,67.19999694824219,62.83000183105469,64.13999938964844,102552400,0.0,0.0,,
2022-09-30 00:00:00-04:00,63.619998931884766,65.91000366210938,63.34000015258789,63.36000061035156,81664100,0.0,0.0,,
2022-10-03 00:00:00-04:00,64.45999908447266,66.91000366210938,63.38999938964844,66.11000061035156,83841600,0.0,0.0,,
2022-10-04 00:00:00-04:00,68.2699966430664,69.18000030517578,67.33000183105469,67.9000015258789,77160500,0.0,0.0,,
2022-10-05 00:00:00-04:00,66.58999633789062,68.69000244140625,64.5199966430664,67.94000244140625,87127400,0.0,0.0,,
2022-10-06 00:00:00-04:00,67.81999969482422,70.29000091552734,67.66000366210938,67.8499984741211,98325900,0.0,0.0,,
2022-10-07 00:00:00-04:00,64.01000213623047,64.02999877929688,58.220001220703125,58.439998626708984,163786300,0.0,0.0,,
2022-10-10 00:00:00-04:00,57.310001373291016,58.790000915527344,56.29999923706055,57.810001373291016,112241800,0.0,0.0,,
2022-10-11 00:00:00-04:00,57.209999084472656,58.91999816894531,56.04999923706055,57.630001068115234,114054800,0.0,0.0,,
2022-10-12 00:00:00-04:00,57.45000076293945,58.31999969482422,56.31999969482422,57.849998474121094,89264200,0.0,0.0,,
2022-10-13 00:00:00-04:00,55.52000045776367,60.13999938964844,54.56999969482422,58.939998626708984,131159800,0.0,0.0,,
2022-10-14 00:00:00-04:00,59.599998474121094,59.939998626708984,55.84000015258789,55.939998626708984,96959300,0.0,0.0,,27.884997784651276
2022-10-17 00:00:00-04:00,57.349998474121094,58.5099983215332,57.099998474121094,57.959999084472656,76977600,0.0,0.0,,33.19956611825589
2022-10-18 00:00:00-04:00,59.90999984741211,60.4900016784668,56.400001525878906,57.91999816894531,103064500,0.0,0.0,,30.121855308224895
