Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA200,RSI
2022-09-27 00:00:00-04:00,49.05142414424411,49.86862149681239,48.63790530741275,49.79970169067383,17297500,0.0,0.0,,
2022-09-28 00:00:00-04:00,49.33694939513225,50.40028619079899,49.32710156270289,50.213218688964844,17784300,0.0,0.0,,
2022-09-29 00:00:00-04:00,49.268030800514964,49.52401811224591,48.460681290485745,49.23849105834961,25582100,0.0,0.0,,
2022-09-30 00:00:00-04:00,49.760321005528766,51.256872436805715,49.04158315634901,49.32710647583008,38917700,0.0,0.0,,
2022-10-03 00:00:00-04:00,50.22306942352547,52.270983161997826,49.858778448145564,50.922119140625,24632400,0.0,0.0,,
2022-10-04 00:00:00-04:00,52.73372891795927,53.96444511395101,51.84761175450611,53.12755584716797,24275500,0.0,0.0,,
2022-10-05 00:00:00-04:00,52.064222560299,54.34843167549104,51.36517285882066,53.88568115234375,20418300,0.0,0.0,,
2022-10-06 00:00:00-04:00,53.56077076937178,54.259816672740236,52.47773825494883,53.777374267578125,17149400,0.0,0.0,,
2022-10-07 00:00:00-04:00,52.84499474250371,53.92044378761071,51.809008851408784,52.203670501708984,21977700,0.115,0.0,,
2022-10-10 00:00:00-04:00,52.36154121446741,52.420741598838404,50.09224583973359,50.6941032409668,17227400,0.0,0.0,,
2022-10-11 00:00:00-04:00,49.96397235925584,54.048704143711866,49.65811316423814,52.99298858642578,32813700,0.0,0.0,,
2022-10-12 00:00:00-04:00,52.88445819161779,53.0521907112517,51.690612150267896,52.045806884765625,18131900,0.0,0.0,,
2022-10-13 00:00:00-04:00,50.66449130177729,55.17348286297927,50.0626377815067,54.12763595581055,27605000,0.0,0.0,,
2022-10-14 00:00:00-04:00,54.50256802976475,54.6998950925111,51.897807894506876,52.01620864868164,20403000,0.0,0.0,,56.649652779367266
2022-10-17 00:00:00-04:00,53.87110328215727,54.255900049352014,52.14446530819361,52.785789489746094,18261700,0.0,0.0,,58.56303633496772
2022-10-18 00:00:00-04:00,54.27563542706646,54.403901029564935,50.97035817910385,51.84847640991211,19774800,0.0,0.0,,54.55257197754221
2022-10-19 00:00:00-04:00,51.394617279527516,52.716728909303384,51.36501897320578,52.32206726074219,14786100,0.0,0.0,,58.83112164086438
2022-10-20 00:00:00-04:00,52.785792959404446,54.36443199099919,52.46019654201609,52.983123779296875,15711800,0.0,0.0,,60.13813375566962
2022-10-21 00:00:00-04:00,52.77592410942256,55.528675476753186,52.62792506478485,55.3017463684082,20199200,0.0,0.0,,61.67612444275939
2022-10-24 00:00:00-04:00,55.47934342586356,56.05160238077504,54.33482927981265,55.48921203613281,15293600,0.0,0.0,,57.05534057191776
2022-10-25 00:00:00-04:00,55.92334900315225,56.268675162528744,54.601237221324915,55.12416076660156,17313000,0.0,0.0,,53.78888667930796
2022-10-26 00:00:00-04:00,55.33135334660986,56.673194658906944,54.22630224645125,54.70976257324219,23511300,0.0,0.0,,52.800019795574045
2022-10-27 00:00:00-04:00,54.63082677053588,55.47934664181976,51.424213253662586,51.51301193237305,27335800,0.0,0.0,,48.11013752577199
2022-10-28 00:00:00-04:00,51.13808812818234,53.71324231369642,50.77302479818175,53.31858444213867,19171100,0.0,0.0,,57.06693948657266
2022-10-31 00:00:00-04:00,53.19031870808602,54.19670248817144,52.46019581375147,53.37778091430664,15932500,0.0,0.0,,51.178245645019736
2022-11-01 00:00:00-04:00,54.35456507272021,54.699891171545325,53.387648232237716,54.12763595581055,11729700,0.0,0.0,,56.452598838780744
2022-11-02 00:00:00-04:00,54.00924539322996,55.518819324333684,52.706863382275166,52.73646545410156,17302700,0.0,0.0,,45.49522095944467
2022-11-03 00:00:00-04:00,52.00633865996315,53.644178078280135,51.21701913856443,52.76605987548828,12769200,0.0,0.0,,52.80649358844947
2022-11-04 00:00:00-04:00,54.522302843591405,56.150277610490775,54.08817799551222,55.4102897644043,18882700,0.0,0.0,,58.61403136672971
2022-11-07 00:00:00-05:00,55.67667368418038,56.061466677925836,54.71962174113102,55.80493927001953,11411300,0.0,0.0,,63.46541386592425
2022-11-08 00:00:00-05:00,56.613998224119364,57.09745478865201,55.72601140224169,56.722530364990234,14190100,0.0,0.0,,64.53717773678466
2022-11-09 00:00:00-05:00,55.46948286496248,55.893742808789966,54.76895826883215,55.22282028198242,19952500,0.0,0.0,,57.01050591397965
2022-11-10 00:00:00-05:00,57.817707943173964,59.57394809330118,57.284919624420986,59.465415954589844,24982500,0.0,0.0,,61.63177145531713
2022-11-11 00:00:00-05:00,59.84034026612151,62.33656424002195,59.08061910802745,61.68537521362305,17579400,0.0,0.0,,65.54456165669623
2022-11-14 00:00:00-05:00,61.113121321213285,61.91230945963435,60.17580649977458,60.955257415771484,13988200,0.0,0.0,,64.36556858005588
2022-11-15 00:00:00-05:00,62.65229483971198,63.57974854221644,61.58671069566998,62.257633209228516,16325000,0.0,0.0,,67.81555792420548
2022-11-16 00:00:00-05:00,59.721941992825045,60.56059701364658,57.34411489894624,58.084102630615234,25901900,0.0,0.0,,64.82636874585782
2022-11-17 00:00:00-05:00,56.535065925541126,58.20250747373284,55.75561122335521,57.95584487915039,14212300,0.0,0.0,,61.31987025864092
2022-11-18 00:00:00-05:00,58.764894307705525,58.86355783401788,57.32438198264808,57.797977447509766,9703700,0.0,0.0,,60.738273443752526
2022-11-21 00:00:00-05:00,57.245446678135536,57.245446678135536,56.06146565182411,56.39692687988281,9968400,0.0,0.0,,55.34385849865927
2022-11-22 00:00:00-05:00,56.78172495332735,57.89664086466182,56.21933457410825,57.837440490722656,8955700,0.0,0.0,,61.984222865910496
2022-11-23 00:00:00-05:00,57.462519330349096,58.27157233441414,56.97905899193341,58.143306732177734,8996800,0.0,0.0,,62.4713985939371
2022-11-25 00:00:00-05:00,57.886776468306145,58.34063850733918,57.610515564021064,57.6302490234375,4360500,0.0,0.0,,55.713550489533176
2022-11-28 00:00:00-05:00,56.554797108708506,56.98892190274412,54.72949548776683,55.00575637817383,15512600,0.0,0.0,,48.15490742083006
2022-11-29 00:00:00-05:00,54.9662905797115,55.765478725214244,54.03884059749427,54.3841667175293,12874200,0.0,0.0,,44.52655467641394
2022-11-30 00:00:00-05:00,52.86472737273099,56.909992287921796,51.907675332207056,56.880393981933594,31461400,0.0,0.0,,53.706974288012816
2022-12-01 00:00:00-05:00,57.05798741896713,57.146782330821324,54.3644288462263,54.74922561645508,21764200,0.0,0.0,,38.35282786048955
2022-12-02 00:00:00-05:00,53.61457765608771,54.68015802697143,52.66739426779725,53.95003890991211,15946500,0.0,0.0,,29.45494778052013
2022-12-05 00:00:00-05:00,53.6441770920795,54.53216388968595,52.98312318123983,53.31858444213867,13806900,0.0,0.0,,29.610134371519194
2022-12-06 00:00:00-05:00,53.14099536694386,53.90071668693768,52.52927312421396,52.96339797973633,17988000,0.0,0.0,,23.86242119338067
2022-12-07 00:00:00-05:00,52.410864553550304,53.51591563470687,51.7399420270525,53.10152053833008,11367300,0.0,0.0,,31.873664624063053
2022-12-08 00:00:00-05:00,53.83164857784132,54.95642946086655,53.32845475305255,54.463104248046875,13609100,0.0,0.0,,38.33993806267442
2022-12-09 00:00:00-05:00,53.95003856139678,55.11428621339739,53.79217466436817,54.13750076293945,9932200,0.0,0.0,,37.915313039803046
2022-12-12 00:00:00-05:00,52.805527243095916,54.64069749836535,52.6279298787942,54.6110954284668,13250600,0.0,0.0,,43.71966619364107
2022-12-13 00:00:00-05:00,56.426532473374344,57.11718847494562,53.92044343099185,54.502567291259766,14210500,0.0,0.0,,37.05975223060251
2022-12-14 00:00:00-05:00,54.50256845187003,55.351084614059225,53.33832070654202,53.861244201660156,11235300,0.0,0.0,,33.80597529543368
2022-12-15 00:00:00-05:00,52.84500029719341,53.002864221152535,51.15782514040003,51.34529113769531,17785000,0.0,0.0,,29.358407811402188
2022-12-16 00:00:00-05:00,51.0492966777299,51.83861629639659,50.93089591210027,51.3748893737793,22951400,0.0,0.0,,35.625019633618564
2022-12-19 00:00:00-05:00,51.47354591191716,51.591946661438804,50.41783035986914,51.02955627441406,16470000,0.0,0.0,,36.42172928474176
2022-12-20 00:00:00-05:00,50.6546260836576,51.27621682075995,49.7765079269896,50.00343704223633,16942000,0.0,0.0,,18.40433896080725
2022-12-21 00:00:00-05:00,50.25010250950528,51.059155493518176,50.072505145817345,50.506629943847656,20400800,0.0,0.0,,27.07889459767486
2022-12-22 00:00:00-05:00,48.839191565097046,49.30291842678895,47.783476008125014,48.77012634277344,40959600,0.0,0.0,,24.588582141532456
